Date,Ticker,Open,High,Low,Close,Adj Close,Volume,Tweet
2019-12-31,AAPL,72.48249816894531,73.41999816894531,72.37999725341797,73.4124984741211,71.52082061767578,100805600,
2019-12-31,AMZN,92.0999984741211,92.66300201416016,91.61150360107422,92.39199829101562,92.39199829101562,50130000,
2019-12-31,NFLX,322.0,324.9200134277344,321.0899963378906,323.57000732421875,323.57000732421875,3713300,
2019-12-31,NVDA,57.724998474121094,58.91999816894531,57.532501220703125,58.82500076293945,58.59601974487305,23100400,
2019-12-31,TSLA,27.0,28.086000442504883,26.80533218383789,27.8886661529541,27.8886661529541,154285500,
2020-01-01,AAPL,,,,,,,well riding since last december do decision decision hmm min decide suggestion
2020-01-01,AMZN,,,,,,,dow future point already
2020-01-01,TSLA,,,,,,,daddy drinkin early tonight pt ohhhhh
2020-01-01,TSLA,,,,,,,happy new year everyone
2020-01-01,TSLA,,,,,,,haha collection greatsmars rofl bork
2020-01-01,TSLA,,,,,,,nobody gas car driven human killed s upon s
2020-01-02,AAPL,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.15264892578125,135480400,call first trade congrats bull
2020-01-02,AAPL,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.15264892578125,135480400,remember short every day one day right
2020-01-02,AAPL,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.15264892578125,135480400,called it bear comment make chuckle inside sweeet
2020-01-02,AAPL,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.15264892578125,135480400,taking thing aapl
2020-01-02,AAPL,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.15264892578125,135480400,bad day wish wouldnt sold call monday still took decent profit next week call though
2020-01-02,AAPL,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.15264892578125,135480400,peep posting bearish since
2020-01-02,AAPL,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.15264892578125,135480400,happy new year soon made call month ago thank apple
2020-01-02,AAPL,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.15264892578125,135480400,fkn crazy hit earnings get thinking high get iphone sale pretty good airpods sold everywhere
2020-01-02,AMZN,93.75,94.90049743652344,93.2074966430664,94.90049743652344,94.90049743652344,80580000,
2020-01-02,NFLX,326.1000061035156,329.9800109863281,324.7799987792969,329.80999755859375,329.80999755859375,4485800,
2020-01-02,NVDA,59.6875,59.977500915527344,59.18000030517578,59.977500915527344,59.74403762817383,23753600,
2020-01-02,TSLA,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879,28.68400001525879,142981500,hate say called it called it
2020-01-03,AAPL,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.44145965576172,146322800,tomorrow buy time dip green
2020-01-03,AAPL,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.44145965576172,146322800,thanks dip let bear talk gibberish ignore it
2020-01-03,AAPL,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.44145965576172,146322800,leave enough red buy call open
2020-01-03,AAPL,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.44145965576172,146322800,short bear never go apple
2020-01-03,AAPL,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.44145965576172,146322800,end january
2020-01-03,AAPL,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.44145965576172,146322800,im now dont think itll dip big itll nice
2020-01-03,AMZN,93.2249984741211,94.30999755859375,93.2249984741211,93.74849700927734,93.74849700927734,75288000,ever shorted today deported u immigrant
2020-01-03,NFLX,326.7799987792969,329.8599853515625,325.5299987792969,325.8999938964844,325.8999938964844,3806900,
2020-01-03,NVDA,58.775001525878906,59.45750045776367,58.525001525878906,59.01750183105469,58.78778076171875,20538400,least already
2020-01-03,TSLA,29.366666793823242,30.266666412353516,29.128000259399414,29.534000396728516,29.534000396728516,266677500,must rise level winning elate losing deflate me going happen today
2020-01-03,TSLA,29.366666793823242,30.266666412353516,29.128000259399414,29.534000396728516,29.534000396728516,266677500,short f u c k e d
